cep;cidade;numero;origem;estado;cnpj;nome;recompra;fantasia;razao_social;telefone;email;tag1;inscricao_estadual;codigo;logradouro;bairro;ibge;celular
28300-000;ITAPERUNA;102;Base Bignotto;RJ;18.884.418/0001-74;CLANAFF SERVICOS E ASSISTENCIA FUNERAL L;20;CLANAFF SERVICOS;CLANAFF SERVICOS E ASSISTENCIA FUNERAL LTDA;022 3823-1020;safitaperuna@gmail.com;IUB;86530422;1950;RUA R SALUSTIANO NUNES;PADRE HUMBERTO LINDE;3302205;022 99885-2244
08557-010;POA;78;Base Bignotto;SP;35.496.326/0001-36;OSMAR DE SANTANA MACEDO FUNERARIA;20;FUNERARIA GIRASSOL;OSMAR DE SANTANA MACEDO FUNERARIA;011 2037-1120;federalconvenios@gmail.com;IUB;546.193.890.118;1955;PC JOSE GUIDA;VILA ACOREANA;3539806;
07124-000;GUARULHOS;1408;Base Bignotto;SP;36.998.252/0001-07;G C ASSISTENCIA FUNERARIA LTDA;20;G C ASSISTENCIA FUNE;G C ASSISTENCIA FUNERARIA LTDA;011 94017-5346;gcfuneraria@gmail.com;IUB;ISENTO;1956;RUA AV BENJAMIN HARRIS HUNNICUTT;PORTAL DOS GRAMADOS;3518800;
34800-000;CAETE;1733;Base Bignotto;MG;33.630.942/0001-02;FUNERARIA RAINHA DA PAZ INVEST PLAN EIRE;20;FUNERARIA RAINHA DA;FUNERARIA RAINHA DA PAZ INVEST PLAN EIRELI;031 3651-8217;rainhadapazcaete@gmail.com;IUB;ISENTO;1959;AVENIDA DOUTOR JOAO PINHEIRO;CENTRO;3110004;
33170-000;SANTA LUZIA;1339;Base Bignotto;MG;28.636.997/0001-90;FUNERARIA VALORIZE SANTA LUZIA LTDA;20;VALORIZE;FUNERARIA VALORIZE SANTA LUZIA LTDA;031 3057-4000;comprador@planosmetropax.com.br;IUB;ISENTO;1960;AV BRASILIA;DUQUESA I (SAO BENED;3157807;
06767-000;TABOAO DA SERRA;652;Base Bignotto;SP;10.661.233/0002-70;FUNERARIA CAMPOS LTDA;20;CAMPOS ASSISTENCIA F;FUNERARIA CAMPOS LTDA;(11) 3742-2448;contato@lscontabilidade.adm.br;IUB;675.320.727.111;1964;RUA HORTENCIA ALBUQUERQUE ORLANDINO;PARQUE PINHEIROS;3552809;11 94765-3535
13465-020;AMERICANA;827;Base Bignotto;SP;32.981.081/0001-44;PAX SERVICOS FUNERARIOS LTDA;20;PAX SERVICOS FUNERAR;PAX SERVICOS FUNERARIOS LTDA;19 34062004;diretoria@assistenciagrupopax.com;IUB;ISENTO;1967;RUA FERNANDO CAMARGO;CENTRO;3501608;19 34082551
75370-000;GOIANIRA;;Base Bignotto;GO;07.073.855/0001-91;FUNERARIA PAX CENTRO OESTE LTDA;20;;FUNERARIA PAX CENTRO OESTE LTDA;062 3516-4850;lana_oliveira@live.com;IUB;ISENTO;1993;SAO JOAO;PARQUE DAS CAMÉLIAS;5208806;
13820-000;MONTE ALEGRE DO SUL;350;Base Bignotto;SP;37.466.670/0001-08;FRANCISCO CARLOS DA COSTA 07782491827;20;;FRANCISCO CARLOS DA COSTA 07782491827;19 19 99733689;funerariafrancis@gmail.com;IUB;ISENTO;1997;AV PROFESSORA ZIZINHA FORNARI;BAIRRO DOS FRANCIS;3531209;
37590-000;JACUTINGA;128;Base Bignotto;MG;37.020.279/0001-85;MARCIA CRISTINA DE CAMPOS 25361874892;20;;MARCIA CRISTINA DE CAMPOS 25361874892;019 3443-3155;marciacammpos@hotmail.com;IUB;0047589970077;2006;RUA JOAO DE MELO BUENO;VILA ESPERANCA;3134905;
29820-000;AGUA DOCE DO NORTE;347;Base Bignotto;ES;22.803.899/0001-13;WEVERTON LOPES FERNANDES & CIA LTDA;20;FUNERARIA PAZ ETERNA;WEVERTON LOPES FERNANDES & CIA LTDA;(33)8867-3936;avantcontabilidade01@gmail.com;IUB;083.115.04-8;2009;RUA IRACY MARQUES;CENTRO;3200169;
37445-000;CRUZILIA;193;Base Bignotto;MG;18.373.321/0001-05;VALDO DE SOUZA MACIEL 99227177604;20;FUNERARIA CRUZILIA;VALDO DE SOUZA MACIEL 99227177604;035 3343-2823;valdosouza0@hotmail.com;IUB;002173702.00-09;2016;RUA CORONEL CORNELIO MACIEL;CENTRO;3120805;035 99918-4020
75240-000;BELA VISTA DE GOIAS;105;Base Bignotto;GO;20.362.031/0001-08;FENIX PLANOS ASSISTENCIAIS LTDA;20;FENIX SERVICOS POSTU;FENIX PLANOS ASSISTENCIAIS LTDA;062 3551-4158;fenixfuneraria-ltda@hotmail.com;IUB;ISENTO;2040;RUA CORONEL JOAO CAMILO;CENTRO;5203302;
13901-014;AMPARO;1255;Base Bignotto;SP;26.914.504/0002-91;ASSISTENCIA FUNERARIA FELIX E UPAF LTDA;20;FUNERARIA FELIX;ASSISTENCIA FUNERARIA FELIX E UPAF LTDA;11 4016-3905;aontabilidade@rcconti.com.br;IUB;168.109.356.118;2055;AVENIDA DA SAUDADE;SILVESTRE;3501905;
09450-000;RIO GRANDE DA SERRA;216;Base Bignotto;SP;07.646.676/0001-04;CONCEL - ASSISTENCIA FUNERAL E FUNERARIA;20;CONCEL- ASSISTENCIA;CONCEL - ASSISTENCIA FUNERAL E FUNERARIA LTDA.;11 4820-2730;funerariacentralrgs@hotmail.com;IUB;589.066.613.115;2065;RUA PREFEITO CIDO FRANCO;CENTRO;3544103;11 4820-2730
37940-000;ALPINOPOLIS;1725;Base Bignotto;MG;40.886.325/0001-38;DJE SERVICOS FUNERARIOS LTDA;20;FUNERARIA SAO VICENT;DJE SERVICOS FUNERARIOS LTDA;035 3523-1502;rm2091adm@gmail.com;IUB;003998504.00-23;2072;RUA BELO HORIZONTE;SAO BENEDITO;3101904;
38525-000;ESTRELA DO SUL;100;Base Bignotto;MG;40.667.665/0001-78;C. APARECIDA FREITAS CASSIMIRO;20;FUNERARIA CRISTO REI;C. APARECIDA FREITAS CASSIMIRO;034 98861-2192;sistemacontabil@sistemacontabil.net;IUB;003967977.00-79;2077;RUA MONTE CARMELO;CENTRO;3124807;
13183-090;HORTOLANDIA;186;Base Bignotto;SP;33.012.891/0001-55;LIDIANI APARECIDA PEREIRA DO NASCIMENTO;20;FUNERARIA ALVES HORT;LIDIANI APARECIDA PEREIRA DO NASCIMENTO 25234232867;019 3897-1453;lidianiloira@yahoo.com.br;IUB;ISENTO;2079;AV SAO FRANCISCO DE ASSIS;VILA REAL;3519071;
36480-000;PIRANGA;64;Base Bignotto;MG;09.123.536/0001-79;RONE DE PAIVA FERNANDES;20;FUNERARIA Q-LUZ;RONE DE PAIVA FERNANDES;031 99983-5858;cidreia@uai.com.br;IUB;001110858.00-76;2092;AV FLORIANO PEIXOTO MACIEL;CENTRO;3150802;
35970-000;BARAO DE COCAIS;88;Base Bignotto;MG;11.137.572/0001-33;DANIELA MARQUES VIEIRA;20;PAX BARAO DE COCAIS;DANIELA MARQUES VIEIRA;031 3837-1477;paxbaraodecocais@gmail.com;IUB;001399578.00-32;2095;RUA LUIZ PINTO;VILA REGINA;3105400;
06023-070;OSASCO;158;Base Bignotto;SP;36.059.805/0001-58;ALINE DAIANE NORONHA AQUARELLI;20;AQUARELLI ATENDIMENT;ALINE DAIANE NORONHA AQUARELLI;011 99754-9276;contabilidadereale@gmail.com;IUB;120.173.230.114;2103;RUA RUA ATILIO DELANINA;VILA CAMPESINA;3534401;
14940-133;IBITINGA;990;Base Bignotto;SP;35.909.112/0001-44;NALBERT CARLOS FERNANDES DE ASSIS LTDA;20;FUNERARIA CANAA;NALBERT CARLOS FERNANDES DE ASSIS LTDA;16 33428874;funerariacanaaibitinga@gmail.com;IUB;344.215.947.115;2104;RUA RUA DOMINGOS ROBERT;CENTRO;3519600;16 99804-9508
12600-100;LORENA;632;Base Bignotto;SP;08.247.359/0008-46;PAROTHEFON - COMERCIO DE URNAS MORTUARIA;20;;PAROTHEFON - COMERCIO DE URNAS MORTUARIAS, VELORIO E FLORICULTURA LTDA;12 3144-0242;suportesantaclaracristiane@hotmail.com;IUB;420.191.037.119;2112;RUA RUA DOM BOSCO;CENTRO;3527207;
13857-148;ESTIVA GERBI;30;Base Bignotto;SP;39.363.764/0001-87;JONES BRANDINO DOS SANTOS FILHO 40880804;20;FUNERARIA BRANDINOS;JONES BRANDINO DOS SANTOS FILHO 40880804831;019 97151-0689;bmcapoioempresarial@yahoo.com.br;IUB;746.019.331.114;2120;RUA RUA  ALFREDO LANZI;VILA NOVA ESTIVA;3557303;
09572-000;SAO CAETANO DO SUL;379;Base Bignotto;SP;43.396.511/0001-87;RENASCER SERVICOS FUNERARIOS LTDA;20;;RENASCER SERVICOS FUNERARIOS LTDA;011 96836-6786;jeniffercamila68@gmail.com;IUB;ISENTO;2121;RUA RUA SANTO ANDRE;BOA VISTA;3548807;
70278-530;BRASILIA;412;Base Bignotto;DF;38.097.718/0001-10;FUNERARIA PAX DISTRITAL LTDA;20;FUNERARIA PAX DISTRI;FUNERARIA PAX DISTRITAL LTDA;61 3346-0405;funerariadistrital@gmail.com;IUB;0799703500108;2124;QUADRA CLS;ASA SUL;5300108;61 7403-9879
76195-000;CEZARINA;;Base Bignotto;GO;86.883.923/0001-54;PAX SANTA CLARA SERVICOS POSTUMOS LTDA;20;;PAX SANTA CLARA SERVICOS POSTUMOS LTDA;064 3543-1246;paxsantaclara@outook.com;IUB;10.231.618-0;2127;RUA ABDON AFONSO CORREIA, SN;VILA CALANDIA;5205455;
13236-070;CAMPO LIMPO PAULISTA;20;Base Bignotto;SP;43.720.974/0001-52;WMK SERVICOS FUNERARIOS LTDA;20;ORGANIZAÇAO DE LUTO;WMK SERVICOS FUNERARIOS LTDA;011 99604-5307;whesleyolvp@gmail.com;IUB;245129101112;2131;AVENIDA DA SAUDADE;JD GUANCIALE;3509601;
13187-257;HORTOLANDIA;113;Base Bignotto;SP;44.682.688/0001-02;CENTRAL FUNERARIA ASTER LTDA;20;CENTRAL FUNERARIA AS;CENTRAL FUNERARIA ASTER LTDA;019 98407-3040;mariellaheloisa@hotmail.com;IUB;748417974114;2138;RUA NEUSA CAMARGO DE OLIVEIRA;JARDIM DAS FIGUEIRAS;3519071;
06766-360;TABOAO DA SERRA;1337;Base Bignotto;SP;45.262.617/0001-13;FUNERARIA REI ETERNO ASSISTENCIA FAMILIA;20;ASSISTENCIA FUNERARI;FUNERARIA REI ETERNO ASSISTENCIA FAMILIAR LTDA;011 99368-9124;funeprev@gmail.com;IUB;ISENTO;2144;AVENIDA AV LAURITA ORTEGA MARI;VILA DAS OLIVEIRAS;3552809;
13250-030;ITATIBA;220;Base Bignotto;SP;44.222.176/0001-63;FABIO MALHEIROS ORDINE;20;FUNERARIA ORDINE ASS;FABIO MALHEIROS ORDINE;11 4538-2842;ita.escritorio@bol.com.br;IUB;ISENTO;2147;RUA ANTONIO ALVES;CENTRO;3523404;11 97390-9194
13295-000;ITUPEVA;342;Base Bignotto;SP;18.249.164/0001-12;CONVENIOS E PLANOS ASSISTENCIAIS ROSA SA;20;;CONVENIOS E PLANOS ASSISTENCIAIS ROSA SANTOS LTDA;011 4525-0303;ilsonolivirasantos2020@gmail.com;IUB;388.114.055.112;2151;RUA ANTONIO POLI RUA ANTONIO POLI;JD SO VICENTE;3524006;
73752-422;PLANALTINA;12;Base Bignotto;GO;28.754.675/0001-45;GLOBAL SERVICOS POSTUMOS LTDA;20;GLOBAL SERVICOS POST;GLOBAL SERVICOS POSTUMOS LTDA;061 9938-6139;global.planaltina@gmail.com;IUB;10.733.677-4;2152;QUADRA Q;SANTA RITA;5217609;
12380-000;SANTA BRANCA;200;Base Bignotto;SP;45.314.521/0001-51;REAL VALE SRVICO E ASSISTENCIA FUNERARIA;20;FUNERARIA REAL VALE;REAL VALE SRVICO E ASSISTENCIA FUNERARIA LTDA;12 98814-4252;rvaalefun@gmail.com;IUB;ISENTO;2153;RUA RUA CLAUDINO DE SOUZA;JD URUPEMA;3546009;
07500-000;SANTA ISABEL;246;Base Bignotto;SP;44.256.274/0001-11;FUNERARIA BOM JESUS ASSESSORIA FAMILIAR;20;FUNERARIA BOM JESUS;FUNERARIA BOM JESUS ASSESSORIA FAMILIAR LTDA;11 8799 3673;financeirogrupobomjesus@gmail.com;IUB;616.099.888.110;2160;AVENIDA AVENIDA GUILHERME ALIFIERI;PQ SAO BENEDITO;3546801;
06783-270;TABOAO DA SERRA;310;Base Bignotto;SP;42.161.204/0001-54;HORUS PLANO DE ASSISTENCIA FUNERAL LTDA;20;;HORUS PLANO DE ASSISTENCIA FUNERAL LTDA;011 2227-0452;contato@definitiempresarial.com.br;IUB;675.535.608.116;2162;RUA ALVES DO ESPIRITO SANTO;JARDIM TRIANON;3552809;
35367-000;MATIPO;132;Base Bignotto;MG;27.630.446/0062-78;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;controladoria@grupozelo.com.br;IUB;ISENTO;2169;RUA CORONEL JOSE MENDES DE MAGALHAES;CENTRO;3140902;
39205-000;TRES MARIAS;120;Base Bignotto;MG;27.630.446/0040-62;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;controladoria@grupozelo.com;IUB;ISENTO;2170;RUA OSVALDO CRUZ;SAO JORGE;3169356;
35600-000;BOM DESPACHO;137;Base Bignotto;MG;27.630.446/0041-43;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3615-5300;controladoria@grupozelo.com;IUB;ISENTO;2172;RUA DOUTOR MIGUEL GONTIJO;CENTRO;3107406;
37757-000;POCO FUNDO;360;Base Bignotto;MG;45.759.053/0001-29;JOAO ALVES DA SILVA 51094363987;20;FUNERARIA SAO JOAO;JOAO ALVES DA SILVA 51094363987;035 99195-5644;enfoc@pontt.com.br;IUB;ISENTO;2176;PRACA PC TANCREDO NEVES;CENTRO;3151701;
13800-033;MOGI MIRIM;139;Base Bignotto;SP;42.492.613/0001-33;JOSE ANTONIO DE OLIVEIRA ANDRE SERVICOS;20;;JOSE ANTONIO DE OLIVEIRA ANDRE SERVICOS FUNERARIOS;;reginaldomonterrey@gmail.com;IUB;ISENTO;2178;RUA RUA PADRE ROQUE;CENTRO;3530805;
36790-000;MIRAI;208;Base Bignotto;MG;47.491.969/0001-76;ROGERIO COELHO DE ALBUQUERQUE 0122670566;20;ROGERIO COELHO DE AL;ROGERIO COELHO DE ALBUQUERQUE 01226705669;032 98426-0885;santoantoniofuneraria@hotmaill.com;IUB;004412882.00-91;2179;RUA ARTUR BERNARDES;CENTRO;3142205;
35430-004;PONTE NOVA;85;Base Bignotto;MG;27.630.446/0215-87;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;regulatorio@grupozelo.com;IUB;ISENTO;2190;RUA DOUTOR LEONARDO;CENTRO;3152105;
37588-000;IPUIUNA;555;Base Bignotto;MG;40.602.901/0001-78;JAIR VOLTAN 02458428886;20;JAIR VOLTAN;JAIR VOLTAN 02458428886;035 99960-5395;cicerocontabilidadecanaa@yahoo.com.br;IUB;0039552400040;2196;AVENIDA JK DE OLIVEIRA;CENTRO;3131505;
24110-256;NITEROI;380;Base Bignotto;RJ;23.027.676/0001-74;FUNERARIA E FLORICULTURA AMORIM LTDA;20;FLORICULTURA AMORIM;FUNERARIA E FLORICULTURA AMORIM LTDA;021 2625-7966;ralfradique@yahoo.com.br;IUB;86.993.92-9;2202;RUA GENERAL CASTRIOTO;BARRETO;3303302;21 97975-3459
35452-034;ITABIRITO;355;Base Bignotto;MG;27.630.446/0088-07;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;0031 3519-3395;regulatorio@grupozelo.com;IUB;ISENTO;2206;RUA ANTONIO CARLOS;BOA VIAGEM;3131901;
13170-001;SUMARE;1194;Base Bignotto;SP;39.429.804/0001-46;FUNERARIA FLAMBOYANT LTDA;20;FUNERARIA FLAMBOYANT;FUNERARIA FLAMBOYANT LTDA;19 38831617;funerariaflamboyant@uol.com.br;IUB;671.701.187.114;2212;RUA R JOSE MARIA MIRANDA;CENTRO;3552403;
05419-902;SAO PAULO;433;Base Bignotto;SP;47.863.166/0001-03;CONCESSIONARIA PREVER ADMINISTRACAO CEMI;20;VELAR SP;CONCESSIONARIA PREVER ADMINISTRACAO CEMITERIAL E SERVICOS FUNERARIOS S.A;011 96975-7218;kathelleyn.agnoletto@velar.com.br;IUB;ISENTO;2217;AVENIDA AV PEDROSO DE MORAIS;PINHEIROS;3550308;
32800-076;ESMERALDAS;300;Base Bignotto;MG;48.579.065/0001-60;FUNERARIA SANTA QUITERIA LTDA;20;FUNERARIA SANTA QUIT;FUNERARIA SANTA QUITERIA LTDA;031 3538-1844;carlos@carloscampelocontabildiade.com.br;IUB;ISENTO;2219;RUA DOS EXPEDICIONARIOS;CENTRO;3124104;
30431-061;BELO HORIZONTE;3625;Base Bignotto;MG;40.611.132/0001-74;ASSOCIPAX FUNERARIA LTDA;20;ASSOCIPAX;ASSOCIPAX FUNERARIA LTDA;031 3654-8673;atendimento@associpax.com.br;IUB;0040082380040;2222;AVENIDA AMAZONAS;BARROCA;3106200;31 9670-2797
01452-910;SAO PAULO;1931;Base Bignotto;SP;44.615.216/0001-37;CONCESSIONARIA DE CEMITERIOS E SERVICOS;20;CONSOLARE;CONCESSIONARIA DE CEMITERIOS E SERVICOS FUNERARIOS SPE S.A;011 4637-0969;"erick.grosso@consolare.com.br; yuri.pellicer@consolare.com.br;aureo.lima@consolare.com.br";IUB;135.444.634.117;2223;AVENIDA AV BRIG FARIA LIMA;JARDIM PAULISTANO;3550308;11 91639-8664
06806-040;EMBU DAS ARTES;25;Base Bignotto;SP;30.645.064/0001-00;BEATRIZ BELARMINO AMORIELO;20;FLORICULTURA HELLOS;BEATRIZ BELARMINO AMORIELO;011 99688-0022;adm.conceptos@terra.com.br;IUB;298.268.630.117;2224;RUA RUA INES BOCCOLINI RIBEIRO;JARDIM LOURDES;3515004;
01407-200;SAO PAULO;4865;Base Bignotto;SP;47.701.152/0001-85;SPE CONSORCIO CORTEL SP S.A;20;SPE CONSORCIO CORTEL;SPE CONSORCIO CORTEL SP S.A;11 974773493;compras@cortelsp.com.br;IUB;ISENTO;2225;AVENIDA AVENIDA NOVE DE JULHO;ITAIM BIBI;3550308;
13835-000;CONCHAL;513;Base Bignotto;SP;49.368.523/0001-84;49.368.523 KAREN KETHLIN ALVES;20;FUNERARIA SAO BENTO;49.368.523 KAREN KETHLIN ALVES;019 99410-6760;funerarias.beto@gmail.com;IUB;ISENTO;2229;R RUA MOGI MIRIM;CENTRO;3512209;
35995-000;SAO DOMINGOS DO PRATA;88;Base Bignotto;MG;48.368.758/0001-03;KLEYSON ALEXANDRE DOS SANTOS LTDA;20;PLAN FLORES PLANO FA;KLEYSON ALEXANDRE DOS SANTOS LTDA;031 99791-2974;planflores.sdp@gmail.com;IUB;0044723270027;2257;RUA JOSE RECREIO;CENTRO;3161007;
06655-250;ITAPEVI;34;Base Bignotto;SP;45.456.174/0001-00;SIONARIA COSME DA CRUZ DE OLIVEIRA 07010;20;NOVA PAX;SIONARIA COSME DA CRUZ DE OLIVEIRA 07010981558;011 97681-5412;sionariaoliveira61@gmail.com;IUB;373.327.094.112;2264;RUA R SABIA;JARDIM BRIQUET;3522505;
36540-000;SENADOR FIRMINO;;Base Bignotto;MG;35.166.058/0001-94;LUCIO CLAUDIANO MARTINS 04770329660;20;FUNERARIA SHALON;LUCIO CLAUDIANO MARTINS 04770329660;032 98419-0654;luciocaminhaosf@gmail.com;IUB;ISENTO;2271;PRACA SANTO ANTONIO, SN;CENTRO;3165701;
37310-000;BOM JARDIM DE MINAS;6;Base Bignotto;MG;12.493.066/0001-40;EDISSEIA FARIA DA SILVA COSTA;20;FUNERARIA MACPELA;EDISSEIA FARIA DA SILVA COSTA;032 3292-1535;janardileite@yahoo.com.br;IUB;0016563900011;2277;RUA JOSE NOGUEIRA DE PAULA;CENTRO;3107505;
74425-030;GOIANIA;1149;Base Bignotto;GO;35.189.361/0001-02;CLINICA DE SOMATOCONSERVACAO PIMENTA LTD;20;CLINICA PAX PIMENTA;CLINICA DE SOMATOCONSERVACAO PIMENTA LTDA;062 3926-0606;clinicapaxpimenta@gmail.com;IUB;ISENTO;2298;AV ENG. ATILIO CORREIA LIMA;BRO CIDADE JARDIM;5208707;62 8213-2202
35790-000;CURVELO;819;Base Bignotto;MG;27.416.063/0002-60;AROLDO J. MARTINELLI;20;FUNERARIA PAX CENTRO;AROLDO J. MARTINELLI;038 3721-1600;lilo@uai.com.br;IUB;ISENTO;2301;AVENIDA ANTONIO OLINTO;CENTRO;3120904;
74070-100;GOIANIA;17;Base Bignotto;GO;01.439.579/0001-56;FLOR DE LIS SERVICOS POSTUMOS LTDA;20;PAX SILVA;FLOR DE LIS SERVICOS POSTUMOS LTDA;062 99628-0331;financeiro@paxsilva.com.br;IUB;ISENTO;2308;RUA;SET AEROPORTO;5208707;
13465-340;AMERICANA;271;Base Bignotto;SP;47.194.064/0001-34;FUNERARIA ALVES AM LTDA;20;FUNERARIA ALVES AM L;FUNERARIA ALVES AM LTDA;019 3648-4531;ltcabc@hotmail.com;IUB;165.672.510.119;2309;RUA JOSE FERREIRA ARANHA;CHACARA GIRASSOL;3501608;
72870-420;VALPARAISO DE GOIAS;5;Base Bignotto;GO;04.859.536/0002-07;SERLLUZ SERVICOS POSTUMOS DE LUZIANIALTD;20;SERLLUZ FUNERARIA;SERLLUZ SERVICOS POSTUMOS DE LUZIANIALTDA;061 99942-5535;andreia@serlluz.com.br;IUB;ISENTO;2314;RUA;PARQUE SAO BERNARDO;5221858;
28920-231;CABO FRIO;6;Base Bignotto;RJ;41.385.101/0001-05;PRIME SERVICOS POS VIDA LTDA;20;PRIME SERVICOS POS V;PRIME SERVICOS POS VIDA LTDA;022 99755-9978;alexandre_azevedo2018@hotmail.com;IUB;12032072;2322;EST ANTENOR CARDOSO DA FONSECA;JARDIM ESPERANCA;3300704;
33170-000;SANTA LUZIA;912;Base Bignotto;MG;27.630.446/0260-31;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;31 3314-8000;regulatorio@grupozelo.com;IUB;ISENTO;2323;AV BRASILIA;DUQUESA I SAO BENEDI;3157807;
76600-000;GOIAS;15;Base Bignotto;GO;15.966.476/0001-59;LEDA MARIA DOS SANTOS EIRELLI;20;PAX DO BRASIL;LEDA MARIA DOS SANTOS EIRELLI;062 99630-9791;leda.ls21@gmail.com;IUB;102250405;2326;RUA;CENTRO;5208905;
75363-243;GOIANIRA;;Base Bignotto;GO;06.273.529/0001-65;ELDORADO ADMINISTRACAO SERVICOS POSTUMOS;20;PAX ELDORADO;ELDORADO ADMINISTRACAO SERVICOS POSTUMOS LTDA;062 98467-6393;alexassisgo@gmail.com;IUB;103738657;2331;RUA SAO JOAO, S N;PARQUE DAS CAMELIAS;5208806;
18160-000;SALTO DE PIRAPORA;152;Base Bignotto;SP;04.422.347/0001-83;SALLES E NUNES EMPREENDIMENTOS SOCIAIS L;20;PROPAZ EMPREENDIMENT;SALLES E NUNES EMPREENDIMENTOS SOCIAIS LTDA;015 99606-2519;funerariapropaz@hotmail.com;IUB;602.066.209.115;2334;AVENIDA AV CARLOS CHAGAS;JD DANIEL DAVID HADD;3545308;
70834-530;BRASILIA;1;Base Bignotto;DF;07.516.133/0001-64;SANTA CASA SERVICOS FUNERARIOS LTDA;20;FUNERARIA SANTA CASA;SANTA CASA SERVICOS FUNERARIOS LTDA;061 99999-9615;santacasa.sf@hotmail.com;IUB;0746878700156;2335;QUADRA Q;PLANALTINA;5300108;
30110-915;BELO HORIZONTE;2905;Base Bignotto;MG;10.432.251/0001-07;MEMORIAL REDE DE ASSISTENCIA FAMILIAR LT;20;REDE MEMORIAL;MEMORIAL REDE DE ASSISTENCIA FAMILIAR LTDA;031 3334-0102;comercial@redememorial.com.br;IUB;ISENTO;2336;AV DO CONTORNO;SANTA EFIGENIA;3106200;
13184-420;HORTOLANDIA;1350;Base Bignotto;SP;27.630.446/0291-38;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;regulatorio@grupozelo.com;IUB;ISENTO;2342;RUA LUIZ CAMILO DE CAMARGO;LOTEAMENTO  REMANSO;3519071;
09551-010;SAO CAETANO DO SUL;215;Base Bignotto;SP;27.630.446/0142-97;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;regulatorio@grupozelo.com;IUB;ISENTO;2345;RUA ORIENTE;BARCELONA;3548807;
07141-435;GUARULHOS;129;Base Bignotto;SP;50.491.739/0001-11;JULIANA ANDRIO MENDES DE CARVALHO;20;JM COMERCIO;JULIANA ANDRIO MENDES DE CARVALHO;011 98111-3217;ednilson_m13@hotmail.com;IUB;127885184117;2347;RUA ERENITE JOAQUIM DE OLIVEIRA;JARDIM BEIRUTE;3518800;
13201-822;JUNDIAI;21;Base Bignotto;SP;28.792.452/0001-72;OLVP JUNDIAI PLANOS FUNERARIOS LTDA - EP;20;ORGANIZAÇAO DE LUTO;OLVP JUNDIAI PLANOS FUNERARIOS LTDA - EPP;011 2923-6440;admolvp@gmail.com;IUB;ISENTO;2351;RUA DOMINGOS BISOGNI;VILA PADRE NOBREGA;3525904;11 4606-1799
75460-000;NEROPOLIS;1;Base Bignotto;GO;35.099.853/0001-07;FENIX SERVICOS POSTUMOS LTDA;20;FENIX FUNERARIA;FENIX SERVICOS POSTUMOS LTDA;062 9876-7059;atendimento@meuescritoriocontabil.com;IUB;200213849;2356;AV AMELIA LOPES DE OLIVEIRA, SN , QUADRA;PARQUE DAS AMERICAS;5214507;
35160-010;IPATINGA;1;Base Bignotto;MG;27.630.446/0106-23;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;regulatorio@grupozelo.com;IUB;ISENTO;2358;RUA CLAUDIO MOURA;CENTRO;3131307;
12281-010;CACAPAVA;589;Base Bignotto;SP;49.607.078/0001-68;C.M.F.T DA FONSECA LTDA;20;FUNERARIA SANTA CLAR;C.M.F.T DA FONSECA LTDA;12 39131365;"max.contabil@gmail.com;suportesantaclarafinanceiro2@outlook.com";IUB;234.179.654.119;2359;AVENIDA AV CORONEL MANOEL INOCENCIO;CENTRO;3508504;
14870-350;JABOTICABAL;634;Base Bignotto;SP;50.517.475/0001-28;J E FUNERARIA LTDA;20;FUNERARIA JABOTICABA;J E FUNERARIA LTDA;16 32100095;francoassistenciafamiliar@gmail.com;IUB;ISENTO;2362;RUA R VINTE E QUATRO DE MAIO;CENTRO;3524303;
18170-000;PIEDADE;11;Base Bignotto;SP;45.513.135/0001-99;ERICK MARTINS DE CAMARGO  39772746867;20;;ERICK MARTINS DE CAMARGO  39772746867;015 99850-1771;ceuservicosfunerarios@gmail.com;IUB;526.143.337.119;2364;RUA RUA QUINTINO BOCAIUVA;CENTRO;3537800;
